Model,MSO4104
Firmware Version,2.48

Point Format,Y,,,
Horizontal Units,S,,,
Horizontal Scale,1e-06,,,
Sample Interval,1e-09,,,
Record Length,10000,,,
Gating,0.0% to 100.0%,0.0% to 100.0%,0.0% to 100.0%,0.0% to 100.0%
Probe Attenuation,500,500,10,10
Vertical Units,V,V,A,A
Vertical Offset,0,0,0,0
Vertical Scale,500,100,1,2
Label,,,,
TIME,CH1,CH2,CH3,CH4
2.7300e-07,810,128,-1.18,2.76
2.7400e-07,830,156,-1.06,2.92
2.7500e-07,850,176,-1.02,2.92
2.7600e-07,810,188,-1.02,2.92
2.7700e-07,770,200,-1.1,2.84
2.7800e-07,810,208,-1.02,2.92
2.7900e-07,850,200,-1.06,2.92
2.8000e-07,810,196,-1.06,2.92
2.8100e-07,870,184,-1.1,3
2.8200e-07,870,180,-1.14,2.92
2.8300e-07,790,184,-1.26,2.84
2.8400e-07,830,180,-1.14,3
2.8500e-07,810,172,-1.26,2.92
2.8600e-07,830,164,-1.18,2.92
2.8700e-07,790,176,-1.14,2.92
2.8800e-07,830,188,-1.02,2.84
2.8900e-07,830,188,-0.98,2.84
2.9000e-07,830,184,-0.9,2.92
2.9100e-07,830,192,-0.86,2.84
2.9200e-07,810,184,-0.82,2.76
2.9300e-07,790,184,-0.82,2.76
2.9400e-07,830,188,-0.94,2.92
2.9500e-07,810,188,-0.94,2.76
2.9600e-07,830,180,-0.9,2.84
2.9700e-07,790,176,-0.9,2.76
2.9800e-07,850,172,-0.86,2.84
2.9900e-07,830,180,-0.86,2.92
3.0000e-07,790,180,-0.74,2.84
3.0100e-07,850,176,-0.74,2.76
3.0200e-07,810,184,-0.66,2.84
3.0300e-07,830,196,-0.7,2.6
3.0400e-07,810,192,-0.66,2.84
3.0500e-07,830,192,-0.66,2.76
3.0600e-07,850,180,-0.7,2.84
3.0700e-07,830,180,-0.74,2.76
3.0800e-07,810,180,-0.66,2.76
3.0900e-07,810,180,-0.74,2.84
3.1000e-07,810,172,-0.74,3
3.1100e-07,810,172,-0.74,2.92
3.1200e-07,790,176,-0.74,2.92
3.1300e-07,830,184,-0.74,2.76
3.1400e-07,810,180,-0.74,2.84
3.1500e-07,790,188,-0.74,2.76
3.1600e-07,810,188,-0.66,2.84
3.1700e-07,810,188,-0.74,2.76
3.1800e-07,810,184,-0.7,2.84
3.1900e-07,830,192,-0.74,2.76
3.2000e-07,830,176,-0.7,2.84
3.2100e-07,810,180,-0.78,2.68
3.2200e-07,790,176,-0.78,2.68
3.2300e-07,810,172,-0.82,2.76
3.2400e-07,850,180,-0.86,2.76
3.2500e-07,810,180,-0.9,2.76
3.2600e-07,850,184,-0.86,2.84
3.2700e-07,850,184,-0.9,2.68
3.2800e-07,850,188,-0.82,2.84
3.2900e-07,810,188,-0.82,2.68
3.3000e-07,790,188,-0.78,2.76
3.3100e-07,850,188,-0.78,2.76
3.3200e-07,810,192,-0.78,2.84
3.3300e-07,810,188,-0.78,2.76
3.3400e-07,830,188,-0.82,2.84
3.3500e-07,810,184,-0.78,2.76
3.3600e-07,830,180,-0.78,2.84
3.3700e-07,850,180,-0.82,2.84
3.3800e-07,810,188,-0.82,2.84
3.3900e-07,810,188,-0.82,2.84
3.4000e-07,810,184,-0.78,2.84
3.4100e-07,830,184,-0.78,2.76
3.4200e-07,810,192,-0.82,2.84
3.4300e-07,810,188,-0.86,2.76
3.4400e-07,810,184,-0.82,2.84
3.4500e-07,810,188,-0.74,2.76
3.4600e-07,830,180,-0.82,2.92
3.4700e-07,830,180,-0.82,2.84
3.4800e-07,810,172,-0.78,2.76
3.4900e-07,850,180,-0.78,2.84
3.5000e-07,790,176,-0.74,2.84
3.5100e-07,850,164,-0.74,2.76
3.5200e-07,830,164,-0.78,2.84
3.5300e-07,810,172,-0.74,2.84
3.5400e-07,850,176,-0.78,2.76
3.5500e-07,810,172,-0.74,2.76
3.5600e-07,870,168,-0.74,2.84
3.5700e-07,830,172,-0.74,2.76
3.5800e-07,870,180,-0.82,2.84
3.5900e-07,810,168,-0.74,2.84
3.6000e-07,850,176,-0.7,2.84
3.6100e-07,850,176,-0.7,2.68
3.6200e-07,850,172,-0.74,2.76
3.6300e-07,850,172,-0.66,2.76
3.6400e-07,850,172,-0.74,2.84
3.6500e-07,790,176,-0.74,2.76
3.6600e-07,830,176,-0.74,2.84
3.6700e-07,810,168,-0.78,2.68
3.6800e-07,790,172,-0.74,2.84
3.6900e-07,810,172,-0.74,2.68
3.7000e-07,830,176,-0.7,2.76
3.7100e-07,830,172,-0.78,2.76
3.7200e-07,850,180,-0.74,2.68
3.7300e-07,810,176,-0.7,2.68
3.7400e-07,810,180,-0.66,2.84
3.7500e-07,770,172,-0.62,2.76
3.7600e-07,850,172,-0.66,2.76
3.7700e-07,830,172,-0.74,2.84
3.7800e-07,810,172,-0.74,2.84
3.7900e-07,810,176,-0.7,2.68
3.8000e-07,810,172,-0.78,2.84
3.8100e-07,810,172,-0.7,2.84
3.8200e-07,830,176,-0.66,2.92
3.8300e-07,810,172,-0.66,2.76
3.8400e-07,830,184,-0.62,2.76
3.8500e-07,850,176,-0.7,2.76
3.8600e-07,790,172,-0.7,2.84
3.8700e-07,810,176,-0.66,2.76
3.8800e-07,790,172,-0.66,2.84
3.8900e-07,810,172,-0.7,2.84
3.9000e-07,810,172,-0.62,2.84
3.9100e-07,850,176,-0.74,2.84
3.9200e-07,810,172,-0.7,2.84
3.9300e-07,790,172,-0.74,2.84
3.9400e-07,830,176,-0.78,2.84
3.9500e-07,790,176,-0.74,2.84
3.9600e-07,810,172,-0.7,2.84
3.9700e-07,830,172,-0.7,2.84
3.9800e-07,830,172,-0.74,2.84
3.9900e-07,850,176,-0.7,2.76
4.0000e-07,830,168,-0.78,2.84
4.0100e-07,790,164,-0.74,2.76
4.0200e-07,830,172,-0.74,2.76
4.0300e-07,830,176,-0.74,2.92
4.0400e-07,870,168,-0.7,2.92
4.0500e-07,810,172,-0.74,2.76
4.0600e-07,830,172,-0.74,2.92
4.0700e-07,830,172,-0.78,2.68
4.0800e-07,810,168,-0.66,2.84
4.0900e-07,810,176,-0.78,2.76
4.1000e-07,810,168,-0.7,2.68
4.1100e-07,850,176,-0.7,2.76
4.1200e-07,810,180,-0.7,2.92
4.1300e-07,810,172,-0.74,2.76
4.1400e-07,790,172,-0.66,2.84
4.1500e-07,830,172,-0.7,2.76
4.1600e-07,830,172,-0.66,3
4.1700e-07,810,176,-0.62,2.68
4.1800e-07,850,164,-0.62,2.84
4.1900e-07,810,168,-0.62,2.76
4.2000e-07,810,172,-0.58,2.76
4.2100e-07,790,172,-0.58,2.76
4.2200e-07,850,172,-0.62,2.84
4.2300e-07,850,176,-0.62,2.84
4.2400e-07,830,176,-0.54,3
4.2500e-07,810,172,-0.62,2.84
4.2600e-07,830,172,-0.54,2.84
4.2700e-07,790,172,-0.58,2.84
4.2800e-07,810,172,-0.5,2.84
4.2900e-07,850,168,-0.62,2.92
4.3000e-07,850,180,-0.54,2.84
4.3100e-07,850,176,-0.54,2.84
4.3200e-07,810,180,-0.54,2.84
4.3300e-07,830,180,-0.58,2.92
4.3400e-07,830,172,-0.54,2.84
4.3500e-07,790,168,-0.58,2.84
4.3600e-07,830,172,-0.58,3
4.3700e-07,830,176,-0.58,2.76
4.3800e-07,790,168,-0.58,2.92
4.3900e-07,830,172,-0.62,2.92
4.4000e-07,830,172,-0.66,2.84
4.4100e-07,810,172,-0.62,2.84
4.4200e-07,850,172,-0.66,2.84
4.4300e-07,830,176,-0.62,2.84
4.4400e-07,810,168,-0.62,2.92
4.4500e-07,790,172,-0.7,2.84
4.4600e-07,810,172,-0.62,3
4.4700e-07,810,172,-0.66,2.84
4.4800e-07,790,176,-0.66,3
4.4900e-07,790,172,-0.66,2.84
4.5000e-07,790,172,-0.62,3
4.5100e-07,830,176,-0.62,2.92
4.5200e-07,810,176,-0.62,2.92
4.5300e-07,830,172,-0.62,2.92
4.5400e-07,850,172,-0.58,3.08
4.5500e-07,810,172,-0.62,2.84
4.5600e-07,810,176,-0.62,2.92
4.5700e-07,790,172,-0.66,2.92
4.5800e-07,830,168,-0.62,2.92
4.5900e-07,790,172,-0.62,2.92
4.6000e-07,830,176,-0.58,2.84
4.6100e-07,810,168,-0.54,3.08
4.6200e-07,850,176,-0.54,2.84
4.6300e-07,830,176,-0.5,2.92
4.6400e-07,850,172,-0.46,3.08
4.6500e-07,790,168,-0.5,2.84
4.6600e-07,810,180,-0.54,3
4.6700e-07,830,172,-0.5,2.92
4.6800e-07,830,164,-0.46,2.92
4.6900e-07,850,172,-0.5,2.92
4.7000e-07,830,168,-0.42,3
4.7100e-07,810,176,-0.5,2.92
4.7200e-07,790,168,-0.42,2.84
4.7300e-07,810,172,-0.42,2.92
4.7400e-07,810,172,-0.46,2.92
4.7500e-07,830,180,-0.5,2.84
4.7600e-07,810,184,-0.46,3.08
4.7700e-07,810,172,-0.46,2.92
4.7800e-07,810,176,-0.46,3
4.7900e-07,810,180,-0.5,2.92
4.8000e-07,810,176,-0.5,3
4.8100e-07,810,180,-0.5,3
4.8200e-07,810,172,-0.5,3.16
4.8300e-07,790,176,-0.54,3
4.8400e-07,830,176,-0.5,3
4.8500e-07,810,176,-0.54,2.92
4.8600e-07,810,168,-0.54,3
4.8700e-07,810,176,-0.5,2.92
4.8800e-07,830,172,-0.54,3
4.8900e-07,790,176,-0.58,3
4.9000e-07,830,168,-0.54,3
4.9100e-07,810,176,-0.62,3
4.9200e-07,810,172,-0.58,3.08
4.9300e-07,790,176,-0.54,3
4.9400e-07,830,168,-0.54,3.16
4.9500e-07,830,172,-0.54,2.92
4.9600e-07,810,172,-0.54,3.08
4.9700e-07,810,172,-0.5,3
4.9800e-07,810,172,-0.5,3
4.9900e-07,850,176,-0.62,3
5.0000e-07,810,176,-0.5,3
5.0100e-07,870,176,-0.54,3
5.0200e-07,830,180,-0.46,3.08
5.0300e-07,830,172,-0.5,3.08
5.0400e-07,810,168,-0.5,3.16
5.0500e-07,830,176,-0.46,3
5.0600e-07,830,168,-0.42,3.08
5.0700e-07,810,172,-0.46,3
5.0800e-07,810,172,-0.38,3
5.0900e-07,810,172,-0.42,3.08
5.1000e-07,810,168,-0.38,3
5.1100e-07,850,176,-0.42,2.92
5.1200e-07,830,176,-0.42,3.08
5.1300e-07,810,176,-0.38,3.08
5.1400e-07,810,176,-0.34,3.08
5.1500e-07,790,172,-0.42,3.08
5.1600e-07,810,176,-0.34,3
5.1700e-07,810,180,-0.42,3
5.1800e-07,830,172,-0.42,3.08
5.1900e-07,790,168,-0.42,3
5.2000e-07,830,176,-0.38,3.16
5.2100e-07,810,172,-0.46,2.92
5.2200e-07,850,180,-0.46,3
5.2300e-07,810,176,-0.46,3
5.2400e-07,810,168,-0.42,3.08
5.2500e-07,810,176,-0.42,3.08
5.2600e-07,830,180,-0.42,3.16
5.2700e-07,830,180,-0.42,3
5.2800e-07,790,172,-0.42,3.16
5.2900e-07,830,172,-0.5,3
5.3000e-07,830,172,-0.5,3
5.3100e-07,810,180,-0.46,2.92
5.3200e-07,810,180,-0.54,3
5.3300e-07,810,172,-0.5,3
5.3400e-07,870,172,-0.5,3
5.3500e-07,790,172,-0.5,3.08
5.3600e-07,830,180,-0.5,3
5.3700e-07,830,176,-0.58,3
5.3800e-07,810,172,-0.54,3.08
5.3900e-07,790,172,-0.5,2.92
5.4000e-07,850,180,-0.46,3.08
5.4100e-07,810,172,-0.46,3.08
5.4200e-07,830,180,-0.5,3.16
5.4300e-07,790,172,-0.5,3.08
5.4400e-07,810,172,-0.5,3.08
5.4500e-07,810,164,-0.42,3
5.4600e-07,870,172,-0.5,3
5.4700e-07,810,172,-0.42,3.08
5.4800e-07,810,172,-0.42,3.16
5.4900e-07,810,172,-0.46,3.08
5.5000e-07,830,172,-0.42,3.16
5.5100e-07,810,176,-0.38,3
5.5200e-07,810,176,-0.42,3.08
5.5300e-07,810,172,-0.38,2.92
5.5400e-07,810,164,-0.38,3.16
5.5500e-07,810,172,-0.38,3.16
5.5600e-07,810,168,-0.38,3.16
5.5700e-07,810,172,-0.34,3.08
5.5800e-07,850,168,-0.38,3
5.5900e-07,810,176,-0.38,3
5.6000e-07,850,172,-0.34,3.16
5.6100e-07,830,176,-0.38,3
5.6200e-07,850,172,-0.34,3
5.6300e-07,810,172,-0.38,3.16
5.6400e-07,810,176,-0.38,3.08
5.6500e-07,810,176,-0.34,3.08
5.6600e-07,870,172,-0.34,3.08
5.6700e-07,830,168,-0.34,3.08
5.6800e-07,830,164,-0.34,3.16
5.6900e-07,830,172,-0.38,3.08
5.7000e-07,830,172,-0.42,3.16
5.7100e-07,810,176,-0.38,3.08
5.7200e-07,810,176,-0.34,3.16
5.7300e-07,810,176,-0.42,3.16
5.7400e-07,850,176,-0.46,3.08
5.7500e-07,810,172,-0.42,3
5.7600e-07,850,168,-0.42,3.08
5.7700e-07,810,172,-0.38,3
5.7800e-07,830,172,-0.38,3.08
5.7900e-07,790,172,-0.42,3.08
5.8000e-07,850,172,-0.42,3.08
5.8100e-07,790,168,-0.46,3.08
5.8200e-07,830,172,-0.42,3.16
5.8300e-07,830,168,-0.46,3
5.8400e-07,830,180,-0.42,3.16
5.8500e-07,790,176,-0.5,3.08
5.8600e-07,810,168,-0.34,3.24
5.8700e-07,810,172,-0.34,3.16
5.8800e-07,830,168,-0.34,3.08
5.8900e-07,790,176,-0.38,3.08
5.9000e-07,870,176,-0.38,3.24
5.9100e-07,850,172,-0.42,3.08
5.9200e-07,810,172,-0.34,3.16
5.9300e-07,810,172,-0.38,3.16
5.9400e-07,810,172,-0.34,3.16
5.9500e-07,810,168,-0.34,3.08
5.9600e-07,850,172,-0.34,3.24
5.9700e-07,810,176,-0.26,3.24
5.9800e-07,850,176,-0.26,3.24
5.9900e-07,810,168,-0.26,3.24
6.0000e-07,830,168,-0.26,3.24
6.0100e-07,810,168,-0.3,3.08
6.0200e-07,810,164,-0.26,3.24
6.0300e-07,850,168,-0.18,3.16
6.0400e-07,770,172,-0.26,3.16
6.0500e-07,810,176,-0.26,3.08
6.0600e-07,790,168,-0.3,3.08
6.0700e-07,810,168,-0.22,3.16
6.0800e-07,850,168,-0.26,3.08
6.0900e-07,810,172,-0.3,3.32
6.1000e-07,830,168,-0.34,3.16
6.1100e-07,850,172,-0.26,3.08
6.1200e-07,790,164,-0.3,3.32
6.1300e-07,830,172,-0.3,3.16
6.1400e-07,790,172,-0.3,3.16
6.1500e-07,790,164,-0.3,3.24
6.1600e-07,770,172,-0.22,3.24
6.1700e-07,790,172,-0.34,3.16
6.1800e-07,830,176,-0.26,3.24
6.1900e-07,810,168,-0.26,3.24
6.2000e-07,850,172,-0.26,3.32
6.2100e-07,830,172,-0.22,3.08
6.2200e-07,870,172,-0.26,3.08
6.2300e-07,810,172,-0.3,3.24
6.2400e-07,830,172,-0.22,3.24
6.2500e-07,830,172,-0.22,3.24
6.2600e-07,810,180,-0.18,3.24
6.2700e-07,850,172,-0.34,3.16
6.2800e-07,850,176,-0.22,3.24
6.2900e-07,850,176,-0.26,3.16
6.3000e-07,830,176,-0.3,3.24
6.3100e-07,810,172,-0.26,3.16
6.3200e-07,810,164,-0.26,3.24
6.3300e-07,790,176,-0.3,3.32
6.3400e-07,830,172,-0.26,3.4
6.3500e-07,810,176,-0.3,3.24
6.3600e-07,830,168,-0.22,3.4
6.3700e-07,790,168,-0.18,3.24
6.3800e-07,810,176,-0.22,3.32
6.3900e-07,830,172,-0.22,3.16
6.4000e-07,830,172,-0.22,3.24
6.4100e-07,790,176,-0.22,3.24
6.4200e-07,850,172,-0.18,3.4
6.4300e-07,850,172,-0.1,3.24
6.4400e-07,830,176,-0.22,3.32
6.4500e-07,790,164,-0.18,3.32
6.4600e-07,830,168,-0.18,3.32
6.4700e-07,770,164,-0.14,3.16
6.4800e-07,850,172,-0.1,3.4
6.4900e-07,810,168,-0.22,3.16
6.5000e-07,770,180,-0.18,3.32
6.5100e-07,790,172,-0.22,3.24
6.5200e-07,830,172,-0.14,3.32
6.5300e-07,810,172,-0.22,3.32
6.5400e-07,790,168,-0.14,3.32
6.5500e-07,790,172,-0.18,3.32
6.5600e-07,830,172,-0.14,3.32
6.5700e-07,810,172,-0.22,3.24
6.5800e-07,830,172,-0.18,3.32
6.5900e-07,830,168,-0.14,3.32
6.6000e-07,830,172,-0.18,3.32
6.6100e-07,850,172,-0.18,3.32
6.6200e-07,810,164,-0.1,3.4
6.6300e-07,850,172,-0.14,3.24
6.6400e-07,810,168,-0.14,3.32
6.6500e-07,830,176,-0.14,3.32
6.6600e-07,870,172,-0.18,3.32
6.6700e-07,810,176,-0.22,3.24
6.6800e-07,790,172,-0.14,3.32
6.6900e-07,830,180,-0.14,3.4
6.7000e-07,850,176,-0.14,3.48
6.7100e-07,810,180,-0.14,3.24
6.7200e-07,810,172,-0.14,3.4
6.7300e-07,830,176,-0.14,3.32
6.7400e-07,830,176,-0.14,3.4
6.7500e-07,810,172,-0.18,3.32
6.7600e-07,790,180,-0.14,3.4
6.7700e-07,810,176,-0.18,3.4
6.7800e-07,830,180,-0.1,3.4
6.7900e-07,810,176,-0.14,3.32
6.8000e-07,810,176,-0.02,3.4
6.8100e-07,790,168,-0.1,3.32
6.8200e-07,850,176,-0.1,3.32
6.8300e-07,830,172,-0.14,3.32
6.8400e-07,830,176,-0.06,3.4
6.8500e-07,810,172,-0.14,3.32
6.8600e-07,830,168,-0.1,3.4
6.8700e-07,810,168,-0.14,3.24
6.8800e-07,810,172,-0.1,3.48
6.8900e-07,790,172,-0.1,3.32
6.9000e-07,810,164,-0.1,3.32
6.9100e-07,790,176,-0.06,3.24
6.9200e-07,830,172,-0.06,3.32
6.9300e-07,830,172,-0.1,3.32
6.9400e-07,810,172,-0.06,3.4
6.9500e-07,790,172,-0.1,3.32
6.9600e-07,830,176,-0.06,3.48
6.9700e-07,830,168,-0.14,3.4
6.9800e-07,810,176,-0.1,3.4
6.9900e-07,830,168,-0.1,3.56
7.0000e-07,810,176,-0.1,3.4
7.0100e-07,810,172,-0.06,3.4
7.0200e-07,810,176,-0.02,3.56
7.0300e-07,810,168,-0.1,3.32
7.0400e-07,850,168,-0.1,3.48
7.0500e-07,830,172,-0.14,3.32
7.0600e-07,810,168,-0.1,3.48
7.0700e-07,830,180,-0.06,3.4
7.0800e-07,810,172,-0.06,3.48
7.0900e-07,790,176,-0.06,3.4
7.1000e-07,830,164,-0.1,3.4
7.1100e-07,810,176,-0.06,3.48
7.1200e-07,830,172,-0.1,3.4
7.1300e-07,830,172,-0.06,3.4
7.1400e-07,830,172,-0.06,3.4
7.1500e-07,790,172,-0.1,3.32
7.1600e-07,810,180,-0.06,3.48
7.1700e-07,830,172,-0.02,3.48
7.1800e-07,810,180,-0.06,3.56
7.1900e-07,810,176,-0.1,3.32
7.2000e-07,850,176,-0.06,3.56
7.2100e-07,790,172,-0.06,3.4
7.2200e-07,810,172,-0.06,3.48
7.2300e-07,830,176,-0.02,3.48
7.2400e-07,790,180,-0.02,3.48
7.2500e-07,810,168,-0.02,3.48
7.2600e-07,790,172,-0.02,3.48
7.2700e-07,810,172,-0.1,3.4
7.2800e-07,830,176,-0.06,3.48
7.2900e-07,810,172,-0.02,3.4
7.3000e-07,830,176,-0.1,3.48
7.3100e-07,810,172,-0.06,3.48
7.3200e-07,810,172,-0.02,3.48
7.3300e-07,810,176,-0.1,3.48
7.3400e-07,810,164,-0.02,3.56
7.3500e-07,830,168,0.02,3.4
7.3600e-07,830,176,-0.02,3.32
7.3700e-07,830,172,-0.06,3.48
7.3800e-07,810,168,-0.06,3.56
7.3900e-07,830,184,-0.06,3.4
7.4000e-07,790,168,-0.1,3.56
7.4100e-07,810,164,-0.06,3.4
7.4200e-07,810,180,-0.06,3.4
7.4300e-07,810,172,-0.06,3.32
7.4400e-07,830,172,-0.06,3.56
7.4500e-07,810,172,-0.1,3.48
7.4600e-07,830,172,-0.06,3.56
7.4700e-07,810,172,0.02,3.4
7.4800e-07,810,172,-0.1,3.64
7.4900e-07,790,168,-0.02,3.56
7.5000e-07,810,176,-0.02,3.48
7.5100e-07,830,172,-0.02,3.56
7.5200e-07,870,168,-0.02,3.64
7.5300e-07,810,168,-0.02,3.4
7.5400e-07,790,168,0.02,3.56
7.5500e-07,830,164,-0.02,3.32
7.5600e-07,810,164,0.02,3.64
7.5700e-07,830,172,-0.02,3.56
7.5800e-07,810,168,-0.02,3.56
7.5900e-07,790,176,-0.02,3.56
7.6000e-07,830,172,0.02,3.56
7.6100e-07,790,172,-0.02,3.4
7.6200e-07,810,164,-0.02,3.56
7.6300e-07,810,176,-0.02,3.4
7.6400e-07,830,176,0.02,3.56
7.6500e-07,810,176,-0.06,3.48
7.6600e-07,810,164,-0.02,3.48
7.6700e-07,830,172,0.02,3.4
7.6800e-07,790,164,0.02,3.48
7.6900e-07,790,176,-0.02,3.56
7.7000e-07,830,168,0.02,3.64
7.7100e-07,790,172,0.06,3.48
7.7200e-07,830,168,0.02,3.4
7.7300e-07,790,172,0.02,3.48
7.7400e-07,810,176,0.02,3.48
7.7500e-07,850,176,-0.02,3.48
7.7600e-07,810,176,0.02,3.4
7.7700e-07,830,176,-0.06,3.4
7.7800e-07,810,172,0.02,3.56
7.7900e-07,770,168,0.02,3.56
7.8000e-07,810,172,0.1,3.48
7.8100e-07,830,176,-0.02,3.48
7.8200e-07,790,180,-0.02,3.48
7.8300e-07,810,172,0.02,3.48
7.8400e-07,810,172,0.02,3.56
7.8500e-07,810,172,0.02,3.48
7.8600e-07,790,168,0.06,3.64
7.8700e-07,810,172,0.06,3.56
7.8800e-07,790,172,0.02,3.56
7.8900e-07,830,172,0.02,3.48
7.9000e-07,830,172,0.02,3.56
7.9100e-07,790,172,0.02,3.56
7.9200e-07,850,168,0.02,3.56
7.9300e-07,810,168,0.02,3.56
7.9400e-07,850,176,0.02,3.56
7.9500e-07,830,172,0.06,3.48
7.9600e-07,810,172,0.14,3.56
7.9700e-07,830,172,0.1,3.56
7.9800e-07,810,180,0.1,3.64
7.9900e-07,810,172,0.02,3.56
8.0000e-07,810,176,0.06,3.64
8.0100e-07,830,172,0.1,3.48
8.0200e-07,830,180,0.14,3.56
8.0300e-07,830,172,0.1,3.56
8.0400e-07,850,176,0.14,3.56
8.0500e-07,850,172,0.06,3.48
8.0600e-07,810,172,0.1,3.64
8.0700e-07,810,172,0.1,3.56
8.0800e-07,830,172,0.06,3.64
8.0900e-07,810,172,0.14,3.72
8.1000e-07,810,172,0.14,3.56
8.1100e-07,810,172,0.1,3.64
8.1200e-07,810,168,0.1,3.64
8.1300e-07,790,172,0.14,3.64
8.1400e-07,830,172,0.18,3.64
8.1500e-07,810,180,0.14,3.72
8.1600e-07,830,172,0.14,3.56
8.1700e-07,790,172,0.14,3.56
8.1800e-07,770,172,0.14,3.64
8.1900e-07,830,168,0.1,3.72
8.2000e-07,790,180,0.14,3.64
8.2100e-07,850,172,0.22,3.56
8.2200e-07,830,176,0.14,3.56
8.2300e-07,830,168,0.02,3.48
8.2400e-07,790,176,0.14,3.64
8.2500e-07,810,176,0.14,3.64
8.2600e-07,810,172,0.18,3.64
8.2700e-07,790,168,0.14,3.64
8.2800e-07,830,172,0.14,3.64
8.2900e-07,810,172,0.18,3.64
8.3000e-07,810,164,0.1,3.64
8.3100e-07,830,172,0.1,3.64
8.3200e-07,770,176,0.18,3.56
8.3300e-07,810,168,0.1,3.64
8.3400e-07,790,168,0.14,3.72
8.3500e-07,850,176,0.14,3.48
8.3600e-07,850,176,0.1,3.72
8.3700e-07,810,164,0.1,3.56
8.3800e-07,830,172,0.14,3.72
8.3900e-07,830,168,0.18,3.64
8.4000e-07,810,164,0.14,3.64
8.4100e-07,810,172,0.22,3.72
8.4200e-07,790,172,0.1,3.8
8.4300e-07,810,168,0.18,3.56
8.4400e-07,810,172,0.22,3.72
8.4500e-07,810,164,0.1,3.8
8.4600e-07,830,168,0.18,3.72
8.4700e-07,790,172,0.14,3.64
8.4800e-07,810,164,0.22,3.72
8.4900e-07,790,168,0.22,3.72
8.5000e-07,830,176,0.14,3.72
8.5100e-07,830,168,0.22,3.64
8.5200e-07,810,176,0.14,3.72
8.5300e-07,810,172,0.22,3.72
8.5400e-07,830,172,0.18,3.72
8.5500e-07,810,168,0.22,3.64
8.5600e-07,810,164,0.18,3.72
8.5700e-07,810,172,0.14,3.72
8.5800e-07,810,172,0.22,3.72
8.5900e-07,850,164,0.3,3.72
8.6000e-07,810,172,0.22,3.72
8.6100e-07,790,172,0.18,3.72
8.6200e-07,810,172,0.14,3.8
8.6300e-07,790,168,0.22,3.64
8.6400e-07,830,172,0.18,3.64
8.6500e-07,810,172,0.18,3.72
8.6600e-07,850,168,0.26,3.72
8.6700e-07,810,168,0.26,3.72
8.6800e-07,810,176,0.22,3.8
8.6900e-07,790,172,0.26,3.8
8.7000e-07,850,168,0.3,3.8
8.7100e-07,850,184,0.3,3.72
8.7200e-07,830,176,0.22,3.72
8.7300e-07,790,168,0.22,3.8
8.7400e-07,830,176,0.18,3.72
8.7500e-07,790,172,0.26,3.64
8.7600e-07,830,172,0.26,3.8
8.7700e-07,850,172,0.22,3.64
8.7800e-07,810,168,0.22,3.88
8.7900e-07,810,172,0.18,3.8
8.8000e-07,830,172,0.26,3.88
8.8100e-07,850,172,0.22,3.64
8.8200e-07,810,176,0.22,3.8
8.8300e-07,810,172,0.22,3.64
8.8400e-07,810,172,0.26,3.8
8.8500e-07,790,172,0.22,3.72
8.8600e-07,810,172,0.3,3.8
8.8700e-07,810,172,0.26,3.72
8.8800e-07,810,172,0.26,3.88
8.8900e-07,790,176,0.22,3.8
8.9000e-07,830,168,0.26,3.8
8.9100e-07,830,164,0.3,3.8
8.9200e-07,790,180,0.22,3.88
8.9300e-07,810,172,0.22,3.88
8.9400e-07,830,172,0.26,3.8
8.9500e-07,810,180,0.3,3.88
8.9600e-07,850,172,0.3,3.88
8.9700e-07,790,168,0.26,3.96
8.9800e-07,850,176,0.3,3.88
8.9900e-07,790,172,0.34,3.8
9.0000e-07,830,176,0.26,3.88
9.0100e-07,810,176,0.18,3.8
9.0200e-07,810,168,0.3,3.88
9.0300e-07,790,168,0.3,3.88
9.0400e-07,830,176,0.26,3.96
9.0500e-07,810,172,0.26,3.8
9.0600e-07,830,168,0.26,3.8
9.0700e-07,830,172,0.26,3.8
9.0800e-07,830,176,0.26,3.88
9.0900e-07,790,172,0.38,3.8
9.1000e-07,810,164,0.34,3.88
9.1100e-07,830,168,0.3,3.88
9.1200e-07,830,172,0.34,3.88
9.1300e-07,810,172,0.38,3.8
9.1400e-07,830,168,0.3,3.72
9.1500e-07,810,172,0.3,3.88
9.1600e-07,810,168,0.3,3.88
9.1700e-07,790,172,0.3,3.8
9.1800e-07,770,172,0.34,3.88
9.1900e-07,790,180,0.3,3.96
9.2000e-07,830,176,0.34,3.88
9.2100e-07,830,164,0.34,3.8
9.2200e-07,810,176,0.38,3.88
9.2300e-07,850,172,0.3,3.8
9.2400e-07,830,176,0.38,3.88
9.2500e-07,810,172,0.3,3.8
9.2600e-07,790,172,0.26,3.88
9.2700e-07,830,172,0.26,3.8
9.2800e-07,850,172,0.3,3.96
9.2900e-07,850,172,0.3,3.8
9.3000e-07,830,168,0.3,3.96
9.3100e-07,830,176,0.34,3.88
9.3200e-07,810,172,0.3,3.88
9.3300e-07,850,172,0.34,3.88
9.3400e-07,830,180,0.3,3.96
9.3500e-07,810,172,0.34,3.88
9.3600e-07,850,172,0.42,3.88
9.3700e-07,790,168,0.34,3.96
9.3800e-07,810,172,0.3,3.88
9.3900e-07,770,180,0.38,3.88
9.4000e-07,870,168,0.34,3.96
9.4100e-07,770,176,0.34,3.96
