LECROYHDO8108A,60934,Waveform
Segments,1,SegmentSize,100002
Segment,TrigTime,TimeSinceSegment1
#1,23-Dec-2021 15:57:23,0                 
Time,Ampl
6.54100221e-05,-3.368
6.54101221e-05,-3.36825
6.54102221e-05,-3.36725
6.54103221e-05,-3.366
6.54104221e-05,-3.366
6.54105221e-05,-3.36762
6.54106221e-05,-3.37025
6.54107221e-05,-3.37288
6.54108221e-05,-3.374
6.54109221e-05,-3.37312
6.54110221e-05,-3.37062
6.54111221e-05,-3.36775
6.54112221e-05,-3.366
6.54113221e-05,-3.36613
6.54114221e-05,-3.36788
6.54115221e-05,-3.37025
6.54116221e-05,-3.372
6.54117221e-05,-3.37225
6.54118221e-05,-3.37113
6.54119221e-05,-3.36938
6.54120221e-05,-3.368
6.54121221e-05,-3.36762
6.54122221e-05,-3.368
6.54123221e-05,-3.3685
6.54124221e-05,-3.368
6.54125221e-05,-3.36587
6.54126221e-05,-3.36213
6.54127221e-05,-3.35775
6.54128221e-05,-3.354
6.54129221e-05,-3.3515
6.54130221e-05,-3.3505
6.54131221e-05,-3.35025
6.54132221e-05,-3.35
6.54133221e-05,-3.349
6.54134221e-05,-3.34713
6.54135221e-05,-3.34463
6.54136221e-05,-3.342
6.54137221e-05,-3.33963
6.54138221e-05,-3.3375
6.54139221e-05,-3.335
6.54140221e-05,-3.332
6.54141221e-05,-3.32837
6.54142221e-05,-3.32463
6.54143221e-05,-3.32163
6.54144221e-05,-3.32
6.54145221e-05,-3.31975
6.54146221e-05,-3.32037
6.54147221e-05,-3.32075
6.54148221e-05,-3.32
6.54149221e-05,-3.31787
6.54150221e-05,-3.315
6.54151221e-05,-3.312
6.54152221e-05,-3.31
6.54153221e-05,-3.30912
6.54154221e-05,-3.30888
6.54155221e-05,-3.30825
6.54156221e-05,-3.306
6.54157221e-05,-3.302
6.54158221e-05,-3.29675
6.54159221e-05,-3.29163
6.54160221e-05,-3.288
6.54161221e-05,-3.28675
6.54162221e-05,-3.2875
6.54163221e-05,-3.28912
6.54164221e-05,-3.29
6.54165221e-05,-3.28912
6.54166221e-05,-3.28625
6.54167221e-05,-3.282
6.54168221e-05,-3.278
6.54169221e-05,-3.27537
6.54170221e-05,-3.27475
6.54171221e-05,-3.276
6.54172221e-05,-3.278
6.54173221e-05,-3.27988
6.54174221e-05,-3.28075
6.54175221e-05,-3.28063
6.54176221e-05,-3.28
6.54177221e-05,-3.2795
6.54178221e-05,-3.27963
6.54179221e-05,-3.2805
6.54180221e-05,-3.282
6.54181221e-05,-3.28388
6.54182221e-05,-3.28587
6.54183221e-05,-3.28788
6.54184221e-05,-3.29
6.54185221e-05,-3.29212
6.54186221e-05,-3.29413
6.54187221e-05,-3.2955
6.54188221e-05,-3.296
6.54189221e-05,-3.2955
6.54190221e-05,-3.29438
6.54191221e-05,-3.293
6.54192221e-05,-3.292
6.54193221e-05,-3.29188
6.54194221e-05,-3.2925
6.54195221e-05,-3.294
6.54196221e-05,-3.296
6.54197221e-05,-3.29825
6.54198221e-05,-3.30063
6.54199221e-05,-3.30325
6.54200221e-05,-3.306
6.54201221e-05,-3.30875
6.54202221e-05,-3.31113
6.54203221e-05,-3.31288
6.54204221e-05,-3.314
6.54205221e-05,-3.31475
6.54206221e-05,-3.31563
6.54207221e-05,-3.31725
6.54208221e-05,-3.32
6.54209221e-05,-3.3235
6.54210221e-05,-3.32713
6.54211221e-05,-3.33013
6.54212221e-05,-3.332
6.54213221e-05,-3.33288
6.54214221e-05,-3.33363
6.54215221e-05,-3.33513
6.54216221e-05,-3.338
6.54217221e-05,-3.34238
6.54218221e-05,-3.34762
6.54219221e-05,-3.3525
6.54220221e-05,-3.356
6.54221221e-05,-3.35763
6.54222221e-05,-3.35775
6.54223221e-05,-3.3575
6.54224221e-05,-3.358
6.54225221e-05,-3.36013
6.54226221e-05,-3.364
6.54227221e-05,-3.36888
6.54228221e-05,-3.374
6.54229221e-05,-3.37838
6.54230221e-05,-3.38175
6.54231221e-05,-3.38413
6.54232221e-05,-3.386
6.54233221e-05,-3.38762
6.54234221e-05,-3.38938
6.54235221e-05,-3.39087
6.54236221e-05,-3.392
6.54237221e-05,-3.3925
6.54238221e-05,-3.3925
6.54239221e-05,-3.39225
6.54240221e-05,-3.392
6.54241221e-05,-3.392
6.54242221e-05,-3.3925
6.54243221e-05,-3.39312
6.54244221e-05,-3.394
6.54245221e-05,-3.395
6.54246221e-05,-3.39637
6.54247221e-05,-3.39813
6.54248221e-05,-3.4
6.54249221e-05,-3.40175
6.54250221e-05,-3.40287
6.54251221e-05,-3.40287
6.54252221e-05,-3.402
6.54253221e-05,-3.40063
6.54254221e-05,-3.3995
6.54255221e-05,-3.39925
6.54256221e-05,-3.4
6.54257221e-05,-3.40138
6.54258221e-05,-3.4025
6.54259221e-05,-3.40275
6.54260221e-05,-3.402
